amount,hour,country_type,device_age_days,txn_velocity_24h,fraud
77.35,0,local,63,5,no
103.17,9,foreign,258,5,no
79.81,18,local,15,10,no
36.65,11,local,742,2,no
26.0,4,foreign,138,9,no
216.3,10,local,90,1,no
51.48,16,local,744,3,no
61.75,18,local,250,11,no
187.52,18,local,604,9,no
74.7,14,local,785,6,no
48.6,15,local,518,3,no
76.08,10,local,673,1,no
88.63,16,local,41,4,no
48.48,18,local,580,3,no
10.76,23,foreign,524,1,no
22.71,2,local,317,9,no
66.7,15,local,578,9,no
20.49,7,local,785,3,no
36.63,16,foreign,861,5,no
60.71,22,foreign,679,1,no
205.31,8,local,97,9,no
279.13,21,local,639,10,no
165.62,3,local,553,11,no
199.05,6,foreign,44,5,no
60.65,3,foreign,465,2,no
34.83,19,local,650,10,no
6.18,0,local,267,4,no
36.49,18,local,647,5,no
241.3,2,foreign,551,12,no
23.72,6,foreign,691,8,no
218.25,17,local,81,7,no
72.75,4,local,505,11,no
33.54,4,local,843,3,no
29.25,10,foreign,804,7,no
41.14,12,local,561,10,no
11.14,20,local,118,9,no
15.09,17,local,126,11,no
11.06,19,local,450,6,no
55.24,9,local,188,7,no
29.29,5,local,784,7,no
34.75,23,foreign,214,4,no
16.43,20,local,346,10,no
18.5,6,local,570,6,no
40.0,12,local,354,8,no
44.0,12,local,761,3,no
42.79,18,local,825,7,no
10.08,0,local,73,10,no
38.74,20,local,288,1,no
432.33,22,local,678,9,no
39.99,13,foreign,768,4,no
48.62,13,local,472,11,no
31.48,18,foreign,80,2,no
265.99,2,local,226,8,no
8.14,7,local,708,7,no
87.86,18,local,681,7,no
31.18,15,foreign,858,4,no
91.47,13,foreign,609,3,no
44.56,10,local,566,7,no
69.42,13,local,166,9,no
10.46,0,local,191,8,no
105.37,10,local,626,10,no
133.85,14,local,20,7,no
16.33,5,local,747,8,no
29.89,13,local,276,12,no
116.45,10,local,597,12,no
172.07,20,local,771,1,no
124.45,20,local,19,1,no
36.41,21,local,173,8,no
46.97,18,local,797,6,no
15.78,10,local,332,2,no
64.87,15,local,228,12,no
100.8,16,local,299,8,no
123.04,2,local,762,11,no
66.93,16,foreign,324,9,no
91.51,4,local,744,4,no
76.95,4,local,164,9,no
17.26,7,local,868,6,no
31.05,8,local,221,11,no
98.08,9,local,281,1,no
276.09,8,local,800,2,no
45.76,17,local,447,8,no
129.58,22,foreign,843,11,no
96.61,16,local,175,2,no
39.07,11,local,587,8,no
24.02,8,local,563,6,no
34.01,10,local,310,6,no
22.26,8,local,8,5,no
182.74,21,foreign,29,10,no
65.99,12,local,35,11,no
74.56,22,local,185,6,no
271.04,9,local,843,2,no
237.98,1,foreign,782,2,no
99.72,7,local,653,7,no
15.21,7,local,897,8,no
178.35,15,local,707,3,no
68.99,12,local,655,7,no
196.7,3,local,795,12,no
44.5,14,local,234,10,no
108.55,15,local,564,6,no
38.12,22,local,887,6,no
43.97,15,foreign,227,11,no
44.33,15,local,151,5,no
7.14,0,local,838,6,no
8.54,19,local,452,11,no
77.37,3,local,795,1,no
43.56,22,local,437,6,no
12.86,23,local,177,8,no
11.39,4,local,696,3,no
16.95,1,local,91,4,no
34.18,7,local,91,3,no
15.94,19,local,565,8,no
5.67,5,local,781,12,no
29.57,21,foreign,271,4,no
46.72,17,local,370,12,no
45.68,1,local,631,1,no
35.64,12,local,501,10,no
109.66,6,local,580,8,no
183.17,0,local,334,1,no
